unique_id,score,rating,resolution
west_101_x_2014,34.9588013374794,poor,coast_family
west_101_x_2015,41.8003627439161,fair,coast_family
west_101_x_2016,6.33137705257658,very_poor,coast_family
west_101_x_2017,15.3129184341686,very_poor,coast_family
west_102_x_2014,43.1573860752831,fair,coast_family
west_102_x_2015,52.677965937494,fair,coast_family
west_102_x_2016,24.4670959940704,poor,coast_family
west_102_x_2017,42.1582885837405,fair,coast_family
west_103_x_2014,68.1296154825567,good,coast_family
west_103_x_2015,61.6305606386742,good,coast_family
west_103_x_2016,23.9851503433847,poor,coast_family
west_103_x_2017,42.5194102404341,fair,coast_family
west_104_x_2014,41.5767176468945,fair,coast_family
west_104_x_2015,67.0108058676421,good,coast_family
west_104_x_2016,43.6308372620645,fair,coast_family
west_104_x_2017,70,good,coast_family
west_105_x_2014,24.4005055294511,poor,coast_family
west_105_x_2015,46.4628171798008,fair,coast_family
west_105_x_2016,41.5274034141959,fair,coast_family
west_105_x_2017,48.0496637172519,fair,coast_family
west_106_x_2014,13.0251141552511,very_poor,coast_family
west_106_x_2015,10,very_poor,coast_family
west_106_x_2016,0,very_poor,coast_family
west_106_x_2017,10,very_poor,coast_family
west_107_x_2014,20.1541475730204,poor,coast_family
west_107_x_2015,18.0381158056224,very_poor,coast_family
west_108_x_2014,10.6890756302521,very_poor,coast_family
west_108_x_2015,18.9133909197022,poor,coast_family
west_108_x_2016,31.6463472561899,poor,coast_family
west_108_x_2017,20.8425990845133,poor,coast_family
west_109_x_2014,26.9628501113325,poor,coast_family
west_109_x_2015,28.3190134573397,poor,coast_family
west_109_x_2016,43.3887629956545,fair,coast_family
west_109_x_2017,23.2523538895394,poor,coast_family
west_110_r_2017,10.788327929597,very_poor,coast_family
west_110_x_2016,46.5605379965053,fair,coast_family
west_110_x_2017,17.5494628386045,very_poor,coast_family
west_114_r_2016,57.3642705489839,good,coast_family
west_ajc_x_2016,36.5048200961255,poor,coast_family
west_101_x_2014,29.7427517183494,poor,coast_genus
west_101_x_2015,39.8021414465478,poor,coast_genus
west_101_x_2016,59.503084387877,good,coast_genus
west_101_x_2017,50.2862985685072,fair,coast_genus
west_102_x_2014,36.9643586112797,poor,coast_genus
west_102_x_2015,47.7103386633086,fair,coast_genus
west_102_x_2016,64.2422959756293,good,coast_genus
west_102_x_2017,53.5436277259448,fair,coast_genus
west_103_x_2014,59.0449474298595,good,coast_genus
west_103_x_2015,49.3201320132013,fair,coast_genus
west_103_x_2016,69.9288224199371,excellent,coast_genus
west_103_x_2017,42.2539655320244,poor,coast_genus
west_104_x_2014,64.4675965440997,good,coast_genus
west_104_x_2015,62.6523519364779,good,coast_genus
west_104_x_2016,65.5237505474941,good,coast_genus
west_104_x_2017,60.1795865749959,good,coast_genus
west_105_x_2014,60.2923526872957,good,coast_genus
west_105_x_2015,54.348743354091,fair,coast_genus
west_105_x_2016,80,excellent,coast_genus
west_105_x_2017,50.3438855698558,fair,coast_genus
west_106_x_2014,66.1488423394581,excellent,coast_genus
west_106_x_2015,53.1188864965679,fair,coast_genus
west_106_x_2016,56.1133252727897,good,coast_genus
west_106_x_2017,47.2697028657864,fair,coast_genus
west_107_x_2014,52.792845703023,fair,coast_genus
west_107_x_2015,48.1159394170613,fair,coast_genus
west_108_x_2014,35.7859815422688,poor,coast_genus
west_108_x_2015,51.2183100180632,fair,coast_genus
west_108_x_2016,54.3524621903592,fair,coast_genus
west_108_x_2017,46.5452957315428,fair,coast_genus
west_109_x_2014,41.5935640358638,poor,coast_genus
west_109_x_2015,37.0998940453486,poor,coast_genus
